2000,6434.370949133241
2000,5278.532207981164
2000,6189.340771585827
2000,6286.059144503745
2000,6812.324919758136
2000,6984.5383537932685
2000,6566.154409353043
2000,5109.212711291793
2000,6646.353215328258
2001,6359.0048037586
2001,6362.056372514093
2001,5889.490417352875
2001,5998.436218669406
2001,5895.251538595913
2001,6418.925823804566
2001,5795.0306394711115
2001,5404.497733989429
2001,5998.070710817232
2001,5420.311061441343
2001,5644.4289212602525
2001,6283.708051543962
2001,6072.484931201713
2001,6451.8677252455345
2002,5997.983565146472
2002,5774.451474790587
2002,5443.471145988166
2002,5499.472139920335
2002,6376.888292318892
2002,6252.198444085721
2002,5334.364772755731
2002,6944.767303599514
2003,6103.410634970401
2003,6443.058097082007
2003,6741.475035171728
2003,5147.93500975405
2003,6344.606232610401
2003,6621.856334238704
2003,5975.952171486997
2004,6905.842235153363
2004,5932.250692293258
2004,5393.814927825417
2004,6549.136076540334
2004,5951.141973861009
2004,6798.1875803415505
2005,5736.040825369968
2005,5081.995341174469
2005,6601.899716185604
2005,5115.993273802101
2005,6436.005807740623
2005,5798.41197716126
2005,6105.934075997458
2005,5311.087831555454
2006,5290.229954713113
2006,5641.332677808655
2006,6249.828571111357
2006,6350.072009200241
2006,5404.668439352135
2006,5620.0702334943
2006,5061.277125708852
2006,5175.4942336932745
2006,6508.34542325114
2006,6122.162757263078
2006,6716.761279952725
2006,5681.059281640855
2006,6225.936839902525
2007,5061.401221759501
2007,5285.232110512992
2007,6110.1613378550055
2007,5786.223106793859
2007,6647.182366392059
2007,6505.133388381741
2007,5859.006581360625
2008,5167.891963970068
2008,6706.332602109609
2008,5008.5271077342495
2008,5266.740880950454
2008,5447.596517681489
2008,5911.939694812999
2008,6275.945096097071
2008,5446.406495368412
2008,6483.90561357639
2008,5196.734735607484
2009,5091.816584654525
2009,6697.886233156627
2009,5757.435719983088
2009,5662.952079303424
2009,5220.223331884645
2009,6909.689553285488
